Subject group,Full name,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
SCOM,"BROCK, Theodorus",,Society of Environmental Toxicology and Chemistry (SETAC),"Since 1995 member of SETAC Europe. From 2006 to 2009 I was chair of the SETAC/EU Workshop on Linking Aquatic Exposure and Effects in the Registration Procedure of Plant Protection Products. In 2012 and 2013 I participated in the SETAC Europe MODELINK workshop ""How to use ecological effect models to link ectoxicological tests to protection goals"". Currently I am member of the editorial board of the scientific journal Integrated Environmental Assessment and Management. I am invited to participate in the SETAC Pellston workshop ""Improving the usability of ecotoxicology in regulatory decision- making"" that will tage place at the U.S. Fish and Wildlife Service's National Conservation Training Center from 30 August to 4 September 2015. In 2015 and 2016 I am invited to participate in the CARES workshop (organized by CEFIC and SETAC Europe) to explore the use of the Ecosystem Services Concept in the definition of specific protection goals for all types of chemicals (including down-the-drain chemicals and pesticides). From 30 August 2015 to 4 September 2015 I participated in a SETAC Pellston workshop on Improving the Usability of Ecotoxicology in Regulatory Decision Making. No funding is involved with these activities.",1995-01,now,2015-10-23,SCOM_doi_001.pdf
SCOM,"BROCK, Theodorus",,The Scientific World Journal,In the period 2011 - 2013 I was editorial board member of the open access The Scientific World Journal on issues related to aquatic ecology and ecotoxicology. No funding was involved with this activity.,2011-09,2013-09,2015-10-23,SCOM_doi_001.pdf
SCOM,"CASACUBERTA, Josep",,,NO INTEREST,,,2015-09-29,SCOM_doi_002.pdf
SCOM,"EDLER, Lutz",,International Statistical Institute,"Member and Chair of the ISI Committee on Risk Analysis (ISI-CRA) Function: Contributing to and participating at meetings organized by the Committee under the auspices of the International Statistical Institute (ISI; the oldest global scientific organization of statistcians) at the bi-annual meetings of the ISI (socalled ISI Sessions) or at satellite meetings to the ISI Sessions organized by the Committe, respectively. The function of the Chair is to communicate with the ISI in all relevant matters and to coordinate the activities of the Committee including conference proceedings of the sessions organized by the Committee.",2005-07,2011-08,2015-07-04,SCOM_doi_003.pdf
SCOM,"EDLER, Lutz",,ISCB,Member of the Executive Board of the International Sociery of Clinical Biostatistics (ISCB) and Member of the Subcommittees on Congress Organization (Scientific Secretary)and on Regulatory Affairs (SIRA),2009-01,2012-08,2015-07-04,SCOM_doi_003.pdf
SCOM,"HALLDORSSON, Thorhallur Ingi",,,NO INTEREST,,,2015-04-16,SCOM_doi_004.pdf
SCOM,"HARDY, Tony",,,NO INTEREST,,,2015-05-20,SCOM_doi_005.pdf
SCOM,"JEGER, Michael John",,,NO INTEREST,,,2015-11-04,SCOM_doi_006.pdf
SCOM,"KNUTSEN, Helle Katrine",,,NO INTEREST,,,2015-07-09,SCOM_doi_007.pdf
SCOM,"KOUTSOUMANIS, Kostas",,,NO INTEREST,,,2015-11-30,SCOM_doi_008.pdf
SCOM,"LOPEZ PUENTE, Secundino",,AIDA – Spanish Asociación Interprofesional para el Desarrollo Agrario,Member of the scientific non-profit society AIDA – Spanish Asociación Interprofesional para el Desarrollo Agrario,2000-01,now,2015-09-11,SCOM_doi_009.pdf
SCOM,"LOPEZ PUENTE, Secundino",,SEEP – Spanish Sociedad Española para el Estudio de los Pastos,Member of scientific non-profit society SEEP – Spanish Sociedad Española para el Estudio de los Pastos,2000-01,now,2015-09-11,SCOM_doi_009.pdf
SCOM,"LOPEZ PUENTE, Secundino",,ADSA - American Dairy Science Association,Member of scientific non-profit society ADSA - American Dairy Science Association,2010-01,2013-12,2015-09-11,SCOM_doi_009.pdf
SCOM,"LOPEZ PUENTE, Secundino",,"The Journal of Agricultural Science, UK, Cambridge",Member off the Editorial Board - Activity strictly not related to the remit of the scientific panel (FEEDAP) and working groups The Journal of Agricultural Science - scientific journal that publishes papers concerned with the advance of agriculture and the use of land resources throughout the world.,2013-01,now,2015-09-11,SCOM_doi_009.pdf
SCOM,"MORE, Simon",,Australian and New Zealand College of Veterinary Scientists,"Professional veterinary body, specialising in postgraduate education and specialisation",1992-01,now,2015-07-03,SCOM_doi_010.pdf
SCOM,"MORE, Simon",,Veterinary Council of Ireland,National veterinary registration authority,2004-01,now,2015-07-03,SCOM_doi_010.pdf
SCOM,"MORE, Simon",,European College of Veterinary Public Health,"Professional veterinary body, specialising in postgraduate education and specialisation",2004-01,now,2015-07-03,SCOM_doi_010.pdf
SCOM,"MORE, Simon",,Veterinary Ireland,"Professional veterinary body (membership throughout this period, except for a short period during 2012/13)",2004-01,2014-01,2015-07-03,SCOM_doi_010.pdf
SCOM,"MORE, Simon",,European College of Bovine Health Management,"Professional veterinary body, specialising in postgraduate education and specialisation",2007-01,now,2015-07-03,SCOM_doi_010.pdf
SCOM,"MORE, Simon",,Society for Veterinary Epidemiology and Preventive Medicine,"Committee member, contributing to oversight of the activities of this scholarly society. I was an ordinary committee member between 2007 and 2010, and have been co-opted as a member from 2012 to present given my role as local organiser of the 2014 annual conference in Dublin",2007-03,2014-03,2015-07-03,SCOM_doi_010.pdf
SCOM,"MORTENSEN, Alicja",,Scandinavian Society for Atherosclerosis Research (SSAR),Member,1991-01,now,2015-10-09,SCOM_doi_011.pdf
SCOM,"MORTENSEN, Alicja",,European Society of Veterinary Pathology (ESVP),Member,2006-11,now,2015-10-09,SCOM_doi_011.pdf
SCOM,"NAEGELI, Hanspeter",,Swiss Society of Toxicology,Toxicology,1995-01,now,2015-07-28,SCOM_doi_012.pdf
SCOM,"NAEGELI, Hanspeter",,Swiss Society of Pharmacology and Toxicology,Pharmacology and Toxicology,1995-01,now,2015-07-28,SCOM_doi_012.pdf
SCOM,"NOERRUNG, Birgit",,Danish Academy for Natural Sciences,Member of Danish Academy for Natural Sciences,2014-11,now,2015-10-21,SCOM_doi_013.pdf
SCOM,"NOTEBORN, Hubert",,European network of Heads of Food Safety Agencies (HoA),"At their meeting on 30 June 2011 the network of heads of Food Agencies (HoA) established the Working Group 'Transparant Use of Risk Assessment in Decision Making'. As a member of this WG I am involved in the development of recommendations on how to ensure consistent and transparant application of the principles of good risk policy set out in Codex Principles for Risk Analysis for Food Safety for Application Governments (2007) in risk management decisions that affect food safety in the EU. The WG developed a detailed report with illustrative examples and concepts (good practices) for the HoA (2013). The WG meets twice/year convening an one day meeting (i.e. FSA, London).",2009-01,now,2015-10-09,SCOM_doi_014.pdf
SCOM,"OCKLEFORD, Colin",,Royal College of Pathologists,Fellowship of the Royal College which promotes research and training in Pathology and validates the qualifications of clinical pathologists in the UK.,1980-01,now,2015-10-15,SCOM_doi_015.pdf
SCOM,"OCKLEFORD, Colin",,Royal College of Surgeons of England,I am a basic sciences examiner for Membership of the Royal College of Surgeons of England. This postgraduate qualification (MRCS Eng.) is required for a doctor to confirm specialisation in a surgical career. The work (approxinately 4 days per annum) is not remunerated but expenses are paid.,2010-01,now,2015-10-15,SCOM_doi_015.pdf
SCOM,"OCKLEFORD, Colin",,Academy of Medical Educators,The Academy of Medical Educators is an organisation that supports professional development of medical educators and encourages the improvement of Medical Education in the UK. I am an elected Fellow but am not a member of the Council or any other decision making body of the Academy.,2010-12,now,2015-10-15,SCOM_doi_015.pdf
SCOM,"RICCI, Antonia",,,NO INTEREST,,,2015-07-10,SCOM_doi_016.pdf
SCOM,"RYCHEN, Guido",,,NO INTEREST,,,2015-09-10,SCOM_doi_017.pdf
SCOM,"SCHLATTER, Josef Rudolf",,Swiss Society of Food and Environmental Chemistry (Schweiz Gesellschaft für Lebensmittel- und Umweltchemie),Scientific Society.,1985-12,now,2015-10-08,SCOM_doi_018.pdf
SCOM,"SCHLATTER, Josef Rudolf",,Swiss Society of Toxicology,Scientific Society.,1986-03,now,2015-10-08,SCOM_doi_018.pdf
SCOM,"SCHLATTER, Josef Rudolf",,U.S. Society of Toxicology (SOT),Scientific Society.,1995-10,now,2015-10-08,SCOM_doi_018.pdf
SCOM,"SCHLATTER, Josef Rudolf",,Registered Toxicologist (Schweizer Berufsregister für Toxikologen),Scientific Society.,1996-10,now,2015-10-08,SCOM_doi_018.pdf
SCOM,"SCHLATTER, Josef Rudolf",,International Society of Regulatory Toxicology & Pharmacology (ISRTP),Scientific Society.,1998-01,now,2015-10-08,SCOM_doi_018.pdf
SCOM,"SCHLATTER, Josef Rudolf",,Swiss Society of Toxicology,Member of Local Scientific Programme Committee of the the 49th Congress of the European Societies of Toxicology (EUROTOX 2013) in Interlaken Switzerland. http://www.eurotox2013.com/host- organisation.html,2012-07,2013-09,2015-10-08,SCOM_doi_018.pdf
SCOM,"SILANO, Vittorio",,Nutrition Foundation on Italy (NFI),"Non-profit organisation to contribute to scientific research development, information exchange and promotion of multidisciplinary researches through interaction and collaboration with several governmental and other partners.",2005-01,2014-12,2015-09-30,SCOM_doi_019.pdf
SCOM,"SILANO, Vittorio",,European Food and Feed Law Review,Member of Editorial Board (non renumerated) Publishing papers on food and feed regulations at national and international level.,2010-01,now,2015-09-30,SCOM_doi_019.pdf
SCOM,"SILANO, Vittorio",,"""Nutrafoods"" scientific journal","Associate editor of ""Nutrafoods, a scientific journal devoted to human nutrition edited by Springer Verlag-Italia and CEC",2012-03,now,2015-09-30,SCOM_doi_019.pdf
SCOM,"SOLECKI, Roland",,,NO INTEREST,,,2015-10-13,SCOM_doi_020.pdf
SCOM,"THULKE, Hans-Hermann",,SVEPM-Committee,Veterinary Epidemiology,2009-03,now,2015-11-27,SCOM_doi_021.pdf
SCOM,"THULKE, Hans-Hermann",,German Veterinary Medicine Society (DVG),Veterinary Medicine,2015-01,now,2015-11-27,SCOM_doi_021.pdf
SCOM,"TURCK, Dominique",,,NO INTEREST,,,2015-10-22,SCOM_doi_022.pdf
SCOM,"WÖLFLE, Detlef",,,NO INTEREST,,,2015-09-10,SCOM_doi_023.pdf
