Subject group,Full name,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
PLH,"VAN DER WERF, Wopke",,"National Science Foundation of China, Beijing","Intercropping for food security and sustainable use of resources. We will be responsible for modelling and empirically analysing the performance of mixed cropping systems for production of foods in China. Intercropping is a mode of crop cultivation that can enhance productivity and resource use efficiency, and suppress pests and diseases. The project supports international collaboration. No private sector funding.",2012-10,now,2015-11-23,PLH_doi_018.pdf
PLH,"VAN DER WERF, Wopke",,"European commission, Brussels","EU project, FP7: QUESSA: Quantifcation of Ecosystem services for Sustainable Agriculture We will be responsible for spatially explicit modelling of mobile-agent based ecosystem services (biological control, pollination) in agricultural landscapes, and evaluation of the role of semi-natural habitats in supporting these services. No private sector funding.",2012-11,now,2015-11-23,PLH_doi_018.pdf
PLH,"VAN DER WERF, Wopke",,"Dutch Science Foundation, Netherlands, The Hague, NWO","Living landscapes: recognizing and strengthening the contribution of ecosystem services (biological control, pollination) to crop yields, food security and farmer income in China Living landscapes comprise a diversity of land uses, amongst which agriculture is of prime importance for providing food security and sustaining the livelihoods of rural people, but where other functions such as biodiversity conservation, water storage and recreation should be harmoniously combined. Living landscapes support communities of beneficial insects that suppress pests and pollinate crops, which is critical to the productivity and sustainability of agriculture. These valuable services have generally suffered from intensification of agriculture (e.g. pesticide use) and simplification of agricultural landscapes. Here, we propose to conduct the first comprehensive study in China on the relation between landscape diversity and biological pest suppression and pollination. We will study biological control of plant hoppers and other pests in rice over a gradient of landscapes from highly diverse to simplified. Measurements will be made in farmers’ fields to determine the ecological interactions and economical trade- offs between biological control and pesticides as principal strategies for pest management. We will also quantify the effect of natural pollination by bees on the yield of oilseed rape, as influenced by landscape factors and crop management. Models of pest population dynamics and crop-pest relationships will be developed to predict level of ecosystem service in terms of yield increase and monetary value as a function of landscape diversity and crop management. Farmer surveys will be carried out to document farmer behaviour with regard to pest management strategies and analyse the driving factors. These surveys will provide data for quantitative economic analyses of farmers’ responses. Farmer valuation of ES will be contrasted to the empirically-based model calculations. We will determine how policies may be used to restore ecosystem services, increase yields, enhance farmer income, and reduce farmer exposure to pesticides. The research package aims at strengthening the functional role of landscape and habitat management for sustainable agriculture and food security in China.",2013-12,now,2015-11-23,PLH_doi_018.pdf
PLH,"VAN DER WERF, Wopke",,Dutch Science Foundation Tipping the system: the difficult transition from chemical towards,"natural pest control in agriculture Insecticides are used intensively for agricultural pest management, despite decades-long efforts to diminish pesticide dependency. We hypothesize that the transition to a more pesticide-independent agriculture is difficult to achieve because a pesticide-dependent agriculture suppresses beneficial biota that are needed for the transition to a pesticide-free agriculture, causing a “lock-in”. We further hypothesize that the pest management may be characterized as a dynamic system with alternative stable states. One stable state is characterized by dependency on insecticides and absence of effective populations of natural enemies. The other stable state is characterized by low or non-use of insecticides and presence of effective populations of natural enemies, suppressing pests. Each stable state is self- reinforcing due to positive feedback, and the transition from one state to the other is characterized by “tipping points”: critical points in the management intensity where the system switches from one stable state to the other. Moving to the pesticide-independent state requires a recovery process for which spatial and temporal scales have not been well characterized and may be landscape context specific. Here, we conduct a meta-analysis of literature data, ecological modelling, farmer survey, and a field study at the landscape scale to test above hypotheses. We aim to establish under which set of conditions a coordinated effort between stakeholders has potential to “tip” the pest control system to an insecticide-independent state. This multi- disciplinary research will provide critically needed insight in the system dynamics underlying farmers’ pest control practices, and elucidate key principles governing a transition towards sustainable pest management.",2015-11,now,2015-11-23,PLH_doi_018.pdf
PLH,"VAN DER WERF, Wopke",,European Commission (EC),"POnTE: Pest Organisms Threatening Europe EU agriculture and forestry are threatened by alien and native pests, as a consequence of (i) globalized trade of plants and plant products and (ii) re-emergence of pests and diseases aided by new production scenarios, host cultivars and climate change. POnTE investigates the genetics, biology, epidemiology, vector ecology and economic impacts of four pathosystems that threaten strategic crops and natural landscapes in the EU in order to identify economically, technically feasible and environmental sustainable integrated management strategies for the containment of each pathosystem. For each target, the research activities will implement the state-of-the-art and provide a novel scientific background to sustain future management policies. The specific objectives will broadly cover all targeted pathosystems merging multidisciplinary research with the practical needs of the stakeholders and end-users. My role is particularly in WP8: Disease risk assessment and support for plant health decision making. Tasks in WP8 include development of models for assessing entry, spread, establishment, ES provisioning, costs and benefits of risk mitigation, and the assessment of economic and social consequences. Funding is not received in personal capacity. No private sector",2015-11,now,2015-11-23,PLH_doi_018.pdf
PLH,"WEST, Jon",,,NO INTEREST,,,2015-11-16,PLH_doi_019.pdf
PLH,"WINTER, Stephan",,,NO INTEREST,,,2015-09-30,PLH_doi_020.pdf
PPR,"ADRIAANSE, Paulien",,"Dutch Ministry of Economic Affairs, and Dutch Ministry of Foreign Affairs",These Dutch Ministries funded our research related to exposure assessment of pesticide in the environment including guidance development on various subjects. The deliverables are scientific reports or publications in scientific journals. More than 90% of my activities in the past five years were funded by these parts of the Dutch Government. Funding paid to my employer Alterra.,2002-07,now,2015-04-28,PPR_doi_000.pdf
PPR,"ADRIAANSE, Paulien",,Dutch Government (Ministry of Foreign Affairs),"Pesticide Risk Reduction Programme Ethiopia. Development of a scientific evaluation system for the pesticide registration in Ethiopia (aspects of Efficacy, Human health and residues and Environment). About 620 k€ for this work package for 2010-2014. Total budget of PRRP-Ethiopia is 3.9 million € (2010-2014) financed by Ethiopian Ministry of Agriculture and Rural Development, FAO (465,000 USD) and Dutch Government (1,95 million €). Funding paid to my employer Alterra.",2010-01,now,2015-04-28,PPR_doi_000.pdf
PPR,"BERNY, Philippe",,Bayer cropsciences,"Research funding payed to the employer (Vetagro-sup : less than 0.1% of total income of the institution) : annual report of pesticide poisoning in domestic animals and wildlife with several pesticides (imidacloprid, deltamethrin, methiocarb) THe contract did not specify the intended use of these data but results were included in the Annex III dossier for France This contract ended in december 2010.",2003-01,2010-12,2015-09-21,PPR_doi_001.pdf
PPR,"BERNY, Philippe",,Ministry of Education and Research (France),"Development of New rodenticides and rodent control strategies. Public funding attributed to Liphatech Inc. and Vetagro Sup (research unit), but no direct payment from Liphatech. Contract for 5 years.",2013-01,now,2015-09-21,PPR_doi_001.pdf
PPR,"BERNY, Philippe",,Liphatech Inc,Research and development on currently available rodenticides. Field trials and cage trials for new formulations of rodenticides. Fundings covers expenses and is managed by a separate team (i.e. I am not involved in this work).,2013-01,now,2015-09-21,PPR_doi_001.pdf
PPR,"BROCK, Theodorus",,Dutch Ministry of Economic Affairs,"In 2015 approximately 80% of my research activities are directly funded by the Dutch Ministry of Economic Affairs, to scientifically underpin the environmental risk assessment procedure for pesticides and to support national and international working group activities. The past 5 years this funding was more or less similar. Currently the research focuses on ERA of sediment-dwelling organisms and pesticide exposure and on chronic effect assessment procedures for pesticides and water organisms.",1991-07,now,2015-10-23,PPR_doi_002.pdf
PPR,"BROCK, Theodorus",,Alterra,"Since 2007, approximately 10% of my research activities are directly supported by Alterra. This research involves the impact of pesticides on freshwater ecosystems, recovery of aquatic populations and the development of risk assessment procedures for pesticides and sediment organisms. The deliverables are publications in scientific journals.",2007-01,now,2015-10-23,PPR_doi_002.pdf
PPR,"BROCK, Theodorus",,Chemical Industry,In 2010 I was involved as study co-ordinator in an open domain outdoor microcosm experiment on the effects of fungicides on freshwater communities in experimental ditches (funded by the Dutch Ministry of Economic Affairs and BASF). The output of this project concerns scientific publications in the open literature. The funding by industry involved in this activity went directly to Alterra. In 2010 approximately 5 % of my research time concerned this activity. My main task was supervising a Chinese post-doc in the conduct and interpretaion of outdoor mesocosm research.,2010-01,2010-12,2015-10-23,PPR_doi_002.pdf
PPR,"BROCK, Theodorus",,CEFIC LRI,"I was as researcher involved in the CEFIC LRI funded project ""Evaluation of test methods for measuring toxicity to sediment organisms"" to supervise a Ph-D student on aspects of tiered risk assessment approaches for toxicants and sediment organisms. The project concerned a colaboration of Wageningen University, IMARES and Alterra (project co-ordinator Prof A. Koelmans of Wageningen University). The project lasted 4 years (3 years funded by CEFIC LRI and 1 year funded by Wageningen University). On an annual basis I was approximately 2 to 3 weeks involved in this project. The deliverables of this research are a scientific report for CEFIC, scientific publications in refereed journals and a Ph-D thesis. This project had a focus on environmental risks of organic chemicals (so not specifically pesticides) and freshwater and marine sediment organisms.",2011-04,2014-07,2015-10-23,PPR_doi_002.pdf
PPR,"DUQUESNE, Sabine",,European Union,"Reviewer for grant applications in the EU- FP7 (call on environment , 2010),",2010-01,2011-04,2015-04-18,PPR_doi_003.pdf
PPR,"GRILLI, Sandro",,"Emilia-Romagna region Grant through ARPA ER , Bologna, Italy- Regione Emilia Romagna attraverso ARPA ER, Bologna Italia",Grant for 3-year Moniter research program on the effects on human health by the 8 incinerators working in that Region Type: public Risk assessment,2007-04,2010-12,2015-10-21,PPR_doi_004.pdf
PPR,"GRILLI, Sandro",,"Emilia-Romagna Region through ARPA ER, Bologna, Italy - Regione Emilia Romagna attraverso ARPA ER, Bologna, Italia","Grant for Supersite project, funding for 5 years to evaluate and monitor human health effects by urban air Type: public Risk assessment",2011-07,now,2015-10-21,PPR_doi_004.pdf
PPR,"HERNANDEZ-JEREZ, Antonio F.",,"Regional Ministry of Innovation, Autonomous Community of Andalucia (South Spain)","Research activity regarding the impact of pesticide use on biomarkers of exposure, toxic effects on target organs and susceptibility in a population occupationally exposed to pesticides. The outcome of the research activity will be used by the Council of Innovation (Regional Ministry of Innovation) for increasing the knowledge on health effects resulting from chronic pesticide exposure. I have not been (nor will be) personally compensated for this activity.",2010-02,2014-07,2015-04-21,PPR_doi_005.pdf
PPR,"HERNANDEZ-JEREZ, Antonio F.",,"Regional Ministry of Health, Autonomous Community of Andalusia (Spain)",Effects of exposure to organophosphate and organochlorine pesticides and PCBs on the immunological system in children residing in areas of intensive agriculture: gene-environment interaction. The outcome of the research activity will be used by the Regional Ministry of Health (Council of Health) to increase the knowledge on immunotoxic health effects resulting from chronic exposure to pesticides and PCBs. I have not been (nor will be) personally compensated for this activity.,2014-01,now,2015-04-21,PPR_doi_005.pdf
PPR,"HOUGAARD, Susanne",,,NO INTEREST,,,2015-04-21,PPR_doi_006.pdf
PPR,"KLEIN, Michael",,,NO INTEREST,,,2015-04-17,PPR_doi_007.pdf
PPR,"KUHL, Thomas",,,NO INTEREST,,,2015-05-06,PPR_doi_008.pdf
PPR,"LASKOWSKI, Ryszard",,European Commission,"FP7 Research grant “CREAM - Mechanistic Effect Models for Ecological Risk Assessment of Chemicals” - Marie Curie Initial Training Network, Contract no. PITN-GA-2009-238148. Research subject: effect of temporal variability and spatial heterogeneity on toxicity of chemicals (metals and PPPs) to animals (my team: invertebrates). Project partners are some major PPP industries (BASF, Syngenta) and national regulatory bodies (France, UK, Sweden). Responsibility: supervising PhD students, preparing scientific reports and articles and all other regular scientific activities (conferences, workshops, etc.) The funding to the project goes through the Jagiellonian University which manages the project financially. I am not personally paid by the EC for this activity apart from my regular university wage.",2009-04,2014-08,2015-04-20,PPR_doi_009.pdf
PPR,"MACHERA, Kyriaki",,European Commission,"LIFE+ 2007, GR-266, “Strategic plan for the adaptation and application of the principles for the sustainable use of pesticides in a vulnerable ecosystem” www.EcoPest.gr Funded by the European Union, January 2009 – March 2012. Funding is paid to BPI. The purpose of EcoPest is to develop, apply and demonstrate an economically viable Strategic Plan for the sustainable use of pesticides and fertilisers in the area via the minimization of agricultural inputs and the effective management of the related risks. Ultimately, the project aims at making pragmatic proposals to the regulators, for the integration of the project deliverables and of existing requirements into future regulatory instruments.",2009-01,2012-03,2015-09-29,PPR_doi_010.pdf
PPR,"MACHERA, Kyriaki",,European Commission,"FP7-2008, RegPot, BPI PLANT- HEAL “Development of Benaki Phytopathological Institute as a Centre of Excellence in Plant Health and Crop Protection”, www.bpi-plantheal.gr Funded by the European Commission, May 2009 – May 2012 Funding is paid to BPI. The basic concept of BPI Plant-Heal is the scientific and technological reinforcement of the Benaki Phytopathological Institute, Greece (BPI) towards utilization of novel techniques for integrated pest management and sustainable crop production.",2009-05,2013-08,2015-09-29,PPR_doi_010.pdf
PPR,"MACHERA, Kyriaki",,"EFSA, European Food Safety Authority, Italy, Parma",CT/EFSA/PPR/2010/05 Collection and assessment of data relevant for non-dietary cumulative exposure to pesticides and proposal for conceptual approaches for non- dietary cumulative exposure assessment,2010-01,2012-01,2015-09-29,PPR_doi_010.pdf
PPR,"MACHERA, Kyriaki",,European Commission,"Life + 2009, SAGE GR-302, “Establishment of Impact Assessment Procedure as a tool for the sustainability of agro-ecosystem: the case of Mediterranean Olives” Funded by the European Union, 01/10/2010–31/03/2014. Funding is paid to BPI. The purpose of SAGE project is to develop, apply and demonstrate a methodology for monitoring and evaluation of events, actions and impacts on the environmental quality and safety in the case of olive orchards in Greece.",2010-10,2014-06,2015-09-29,PPR_doi_010.pdf
PPR,"MACHERA, Kyriaki",,European Commission,"FP7 project, Bystanders, Residents, Operators and WorkerS Exposure models for plant- protection products Acronym: BROWSE Type of funding scheme: Collaborative Project Small or medium-scale focused research project Work Programme Topic addressed: ENV.2010.1.2.3-1 Exposure models to assess the risks to operators, workers, residents and bystanders from exposure to plant protection products (PPPs) Coordination: FERA UK, BPI, Member of the consortium",2011-01,2014-06,2015-09-29,PPR_doi_010.pdf
PPR,"MACHERA, Kyriaki",,EFSA,"CFT/EFSA/PPR/2010/04 Title: Collection and assessment of data relevant for non-dietary cumulative exposure to pesticides and proposal for conceptual approaches for non-dietary cumulative exposure assessment Coordination: FERA UK, BPI Member of the consortium",2011-01,2012-06,2015-09-29,PPR_doi_010.pdf
PPR,"MACHERA, Kyriaki",,European Commission.,"FP7 project, Health and Environmental Risks: Organization, Integration and Cross- Fertilization of Scientific Knowledge Acronym: HEROIC Type of funding scheme: Coordination & Support action Wrk pProgramm Topic addresed: ENV2011 (EMV20111.2.3-1: Integrating Ecological and Human risk Evaluations for Better Risk Governance) Coordinator: Martin Wilks, Swiss Centre of Applied Human Toxicology, Switzerland, BPI Member of the Consortium",2011-10,2014-10,2015-09-29,PPR_doi_010.pdf
PPR,"MACHERA, Kyriaki",,"EFSA, European Food Safety Authority, Italy, Parma",CFT/EFSA/PRAS/2012/05 Collection of pesticide application data in view of performing Environmental Risk Assessment for pesticides,2012-01,now,2015-09-29,PPR_doi_010.pdf
PPR,"MACHERA, Kyriaki",,"EFSA, European Food Safety Authority, Italy, Parma",OC/EFSA/PRAS/2013/04 Data collection on exposure assessment scenarios for operators exposed to pesticides.,2013-11,now,2015-09-29,PPR_doi_010.pdf
PPR,"MACHERA, Kyriaki",,"European Commission, CHAFEA","Funding by the Better Training for Safer Food Initiative of the European Commission. The topic of the specific BTSF is on Plant Protection Products. Participation as tutor with lecture on Hazard and Risk identification, labeling and product safety data sheet. Deliverable: The training material and the workshop material on the sustainable use of PPPs.",2015-01,now,2015-09-29,PPR_doi_010.pdf
PPR,"MACHERA, Kyriaki",,Project cofunded by the Commission of the European Comunities uner the research and innovation programme of Horizon 2020,"PROPOSAL N°:633172-2 TITLE OF PROJECT: European research on mixtures of chemicals and the worldwide harmonisation of mixture risk assessment. ACRONYM: EuroMix COORDINATOR: RIVM, National Institute for Public Health and the Environment Role: Senior scientist and Leader of the BPI group (personal involvement exclusively scientific) Responsibilities: Contribution in the project proposal and to design and coordinate the experimental and scientific work. Deliverable: study report",2015-04,now,2015-09-29,PPR_doi_010.pdf
PPR,"MACHERA, Kyriaki",,"European Commission, DG SANTE","Screening of chemical substances for the identification of endocrine disruptors according to different options in the context of an Impact Assesment SANTE/2015/E3/001 The project will be implemented in collaboration with the JRC. Deliverable: report on classification of PPPs, BPs and miscellaneous compounds according to different options. Participation as Technical Coordinator of the project.",2015-05,now,2015-09-29,PPR_doi_010.pdf
PPR,"OCKLEFORD, Colin",,,NO INTEREST,,,2015-10-15,PPR_doi_011.pdf
PPR,"PELKONEN, Olavi",,the Academy of Finland and the Finnish Agency for Research a´nd Innovation,"development of in vitro methods to study metabolism and bioactivation of chemicals foreign to the body, including pesticides and plant chemicals (until my retirement on April 2010, I was the leader of these projects, but after that unpaid senior researcher)",2000-01,2011-04,2015-10-20,PPR_doi_012.pdf
PPR,"PIEPER, Silvia",,,NO INTEREST,,,2015-10-21,PPR_doi_013.pdf
PPR,"SMITH, Rob",,,NO INTEREST,,,2015-10-09,PPR_doi_014.pdf
PPR,"STEMMER, Michael",,,NO INTEREST,,,2015-04-17,PPR_doi_015.pdf
PPR,"SUNDH, Ingvar",,Swedish Farmers Foundation for Agricultural Research,"Participate (co-applicant) in the research project ""Bioevaluation - Are biological control products that are available on foreign markets usable against plant diseases in Sweden?"". It was funded by Swedish Farmers´ Foundation for Agricultural Research during 2011-2014 and involves the Dept of Forest Mycology and Plant Pathology and Dept of Microbiology, both at SLU (Swedish University of Agricultural Sciences). The research (co-)funding I received from the private sector in the latest full budget year, and for the areas covered by the PPR panel, does not exceed 25% of the total annual research budget that is managed by me.",2011-07,now,2015-05-07,PPR_doi_016.pdf
PPR,"SUNDH, Ingvar",,Carl Tryggers Stiftelse för Vetenskaplig Forskning,"I am principal investigator for the research project ""Studies of population ecology of the biological insecticide Bacillus thuringiensis subsp. israelensis in temporarily flooded wetlands"", funded by Carl Tryggers Stiftelse during 2012-2015. Carl Tryggers Stiftelse is a privately owned foundation for research funding, not a company. The grant consists of a post doc stipendium that goes directly to a post doc in my lab, and a sum for running costs of the project, which goes directly to my Dept/SLU.",2012-01,now,2015-05-07,PPR_doi_016.pdf
PPR,"TEODOROVIC, Ivana",,,NO INTEREST,,,2015-04-21,PPR_doi_017.pdf
PPR,"TIKTAK, Aaldrik",,,NO INTEREST,,,2015-04-17,PPR_doi_018.pdf
PPR,"TOPPING, Chris J.",,"Danish EPA, Danish Environmental Protection Agency, Denmark, Copenhagen",I am involved in a project funded by the Danish EPA to study the potential for the spread of mice poisoned by rodenticide to explain the high concentration of rodenticide found in Danish predatory birds and mammals.,2011-07,2014-09,2015-09-17,PPR_doi_019.pdf
PPR,"TOPPING, Chris J.",,Bayer Crop Science,Six weeks of research funding to develop data suitable to assess the scale at which agent-based models of mammals exposed to plant protection products should be assessed for risk assessment purposes. Period August 2012 - October 2012,2012-08,2012-10,2015-09-17,PPR_doi_019.pdf
PPR,"TOPPING, Chris J.",,"MST: Miljøstyrelsen, København, Danmark (Danish Environmental Agency, Copenhangen, Denmark)","Developing general models for long-term impacts of pesticides on populations of non-target organisms. Deliverable: Report Dec 2016 This is a research project awarded from an open funding call from the Danish EPA. It concerns developing models to test whether they may be long-term impacts of pesticide use on non-target organisms which would not be found using traditional approaches to environmental risk assessment. It occupies approximately 25% of my time. This project does not interfere with EFSA working groups, except to provide experience on which to base advice.",2014-09,now,2015-09-17,PPR_doi_019.pdf
PPR,"WOLTERINK, Gerrit",,"EFSA, European Food Safety Authority, Italy, Parma","EFSA Tender CFT/EFSA/PRAS/2012/07-CT 01, 02 and 03 “Toxicological data analysis to support grouping of pesticide active substances for cumulative risk assessment of effects on liver, on the nervous system and on reproduction and development” Member of RIVM team that worked on the ""nervous system"" part of the project",2012-09,2013-01,2015-07-23,PPR_doi_020.pdf
PPR,"WOLTERINK, Gerrit",,"EFSA, European Food Safety Authority, Italy, Parma","EFSA Tender: GP/EFSA/PRAS/2013/02 Call title: “Toxicological data collection and analysis to support grouping of pesticide active substances for cumulative risk assessment of effects on the nervous system, liver, adrenal, eye, reproduction and development and thyroid system” Member of RIVM team that works on the ""nervous system"" and the ""adrenal"" parts of the project",2014-01,now,2015-07-23,PPR_doi_020.pdf
PPR,"WOLTERINK, Gerrit",,"EFSA, European Food Safety Authority, Italy, Parma","EFSA Tender /2014/01 ‘REVIEW OF NONMONOTONIC DOSE-RESPONSES OF SUBSTANCES FOR HUMAN RISK ASSESSMENT’ Member of RIVM team. Consortium with ANSES (France), IMM (Sweden) and AGES, (Austria)",2014-07,now,2015-07-23,PPR_doi_020.pdf
SCOM,"BENFORD, Diane",,"EFSA, European Food Safety Authority, Italy, Parma",Provision of data from the National Diet and Nutrition Survey (NDNS) for inclusion in the European Food Comprehensive Database,2012-09,now,2015-10-08,SCOM_doi_000.pdf
SCOM,"BROCK, Theodorus",,Dutch Ministry of Economic Affairs,"In 2015 approximately 80% of my research activities are directly funded by the Dutch Ministry of Economic Affairs, to scientifically underpin the environmental risk assessment procedure for pesticides and to support national and international working group activities. The past 5 years this funding was more or less similar. Currently the research focuses on ERA of sediment-dwelling organisms and pesticide exposure and on chronic effect assessment procedures for pesticides and water organisms.",1991-07,now,2015-10-23,SCOM_doi_001.pdf
SCOM,"BROCK, Theodorus",,Alterra,"Since 2007, approximately 10% of my research activities are directly supported by Alterra. This research involves the impact of pesticides on freshwater ecosystems, recovery of aquatic populations and the development of risk assessment procedures for pesticides and sediment organisms. The deliverables are publications in scientific journals.",2007-01,now,2015-10-23,SCOM_doi_001.pdf
SCOM,"BROCK, Theodorus",,Chemical Industry,In 2010 I was involved as study co-ordinator in an open domain outdoor microcosm experiment on the effects of fungicides on freshwater communities in experimental ditches (funded by the Dutch Ministry of Economic Affairs and BASF). The output of this project concerns scientific publications in the open literature. The funding by industry involved in this activity went directly to Alterra. In 2010 approximately 5 % of my research time concerned this activity. My main task was supervising a Chinese post-doc in the conduct and interpretaion of outdoor mesocosm research.,2010-01,2010-12,2015-10-23,SCOM_doi_001.pdf
SCOM,"BROCK, Theodorus",,CEFIC LRI,"I was as researcher involved in the CEFIC LRI funded project ""Evaluation of test methods for measuring toxicity to sediment organisms"" to supervise a Ph-D student on aspects of tiered risk assessment approaches for toxicants and sediment organisms. The project concerned a colaboration of Wageningen University, IMARES and Alterra (project co-ordinator Prof A. Koelmans of Wageningen University). The project lasted 4 years (3 years funded by CEFIC LRI and 1 year funded by Wageningen University). On an annual basis I was approximately 2 to 3 weeks involved in this project. The deliverables of this research are a scientific report for CEFIC, scientific publications in refereed journals and a Ph-D thesis. This project had a focus on environmental risks of organic chemicals (so not specifically pesticides) and freshwater and marine sediment organisms.",2011-04,2014-07,2015-10-23,SCOM_doi_001.pdf
SCOM,"CASACUBERTA, Josep",,Ministerio Educacion y Ciencia,Basic research on structure and evolution of plant genomes.,2010-01,2014-07,2015-09-29,SCOM_doi_002.pdf
SCOM,"CASACUBERTA, Josep",,Ministerio economía y competitividad,Basic research on plant genome structure and evolution,2014-01,now,2015-09-29,SCOM_doi_002.pdf
SCOM,"EDLER, Lutz",,,NO INTEREST,,,2015-07-04,SCOM_doi_003.pdf
SCOM,"HALLDORSSON, Thorhallur Ingi",,,NO INTEREST,,,2015-04-16,SCOM_doi_004.pdf
SCOM,"HARDY, Tony",,,NO INTEREST,,,2015-05-20,SCOM_doi_005.pdf
SCOM,"JEGER, Michael John",,"Rural Economy and Land Use Programme, UK","The Rural Economy and Land Use Programme enables researchers to work together to investigate the social, economic, environmental and technological challenges faced by rural areas. The Programme will encourage social and economic vitality of rural areas and promote the protection and conservation of the rural environment. The Programme is a collaboration between the Economic and Social Research Council (ESRC), the Biotechnology and Biological Sciences Research Council (BBSRC) and the Natural Environment Research Council (NERC). Interdisciplinary research in plant disease impact in the UK, integrating social and natural science perspectives. Outputs of the research have been published in scientific journals and in a Final Project Report to the lead UK Research Council, the Economic and Social Science Research Council",2008-01,2010-12,2015-11-04,SCOM_doi_006.pdf
SCOM,"KNUTSEN, Helle Katrine",,EU,"Partner in the EU project ""Arctic Health Risks: Impacts on health in the Arctic and Europe owing to climate-induced changes in contaminant cycling (ArcRisk - 226534). Funded by the 7th EU Framework Programme",2009-06,2014-01,2015-07-09,SCOM_doi_007.pdf
SCOM,"KOUTSOUMANIS, Kostas",,Aristotle University of Thessaloniki,"In the last 5 years I have participated as a coordinator or partner in the following research projects. The percentage of the research budget managed by my and my Unit in 2014 coming from private funding is less than 10% of the total funding •‘Improving the Quality and Safety of Beef and Beef Products for the Consumer in Production and Processing EU Framework VI programme on Food Quality and Safety’, ProSafeBeef “Food-CT- 2006-36241”, 2007-2011. (Scientific Coordinator of A.U.Th.) •‘Understand the impact of production processes on the ecology of microorganisms that contaminate milk products (ESL, evaporated milk) and fresh fruit juices- Development of molecular methodologies and mathematical models to predict the service life’, SYNERGASIA,General Secretariat for Research and Technology, 2010-2012 (Scientific Coordinator of A.U.Th.) •‘Biological investigation of the forces that influence the life of pathogens having a mission to survive in various lifestyles, Biofilms’. Thales: “Reinforcement of the interdisciplinary and/or inter- institutional research and innovation with the possibility of attracting high standard researchers from abroad through the implementation of basic and applied excellence research” (Scientific Coordinator of A.U.Th.) •‘Development, mathematical modelling and optimal design of non- thermal technologies for processing, packaging, distribution and storage of safe high quality food products’. Thales: “Reinforcement of the interdisciplinary and/or inter-institutional research and innovation with the possibility of attracting high standard researchers from abroad through the implementation of basic and applied excellence research” (Member of the scientific group of A.U.Th.) •‘Functional dairy and meat products with high added value fermented or enriched with new probiotic microorganisms isolated from Greek",2002-08,now,2015-11-30,SCOM_doi_008.pdf
SCOM,"LOPEZ PUENTE, Secundino",,Junta de Castilla y Leon (Regional Council) (www.jcyl.es),"Research programme: ""Ruminant nutrition and feeding"" Role: Project leader and senior scientist (personal involvement exclusively scientific) Responsibilities: to write the proposal and reports and to design and coordinate the experimental work Deliverable: study report",2008-01,2010-12,2015-09-11,SCOM_doi_009.pdf
SCOM,"LOPEZ PUENTE, Secundino",,"Spanish Agency for Science and Technology, Ministry of Science (CICYT) (www.idi.mineco.gob.es/portal/sit e/MICINN/)","Research Project: ""Fatty acid composition of dairy sheep milk and effects of inclusion of plant and marine oils in the diet” Funded by: CICYT (Spanish Agency for Science and Technology, Ministry of Science) Role: Senior scientist (personal involvement exclusively scientific) Responsibilities: to design, coordinate and conduct the experimental work Deliverable: study report Activity strictly not related to the remit of the scientific group",2009-01,2011-12,2015-09-11,SCOM_doi_009.pdf
SCOM,"LOPEZ PUENTE, Secundino",,Agencia Española de Cooperación Internacional para el Desarrollo (AECID) (www.aecid.es),"Research Project: ""Nutritive value of forages and roughages in Eastern Cuba” Funded by: Agencia Española de Cooperación Internacional para el Desarrollo (Spanish Agency for International Cooperation and Development) Role: Project leader and senior scientist (personal involvement exclusively scientific) Responsibilities: to write the proposal and reports and to design and coordinate the experimental work Deliverable: study report",2010-01,2012-01,2015-09-11,SCOM_doi_009.pdf
SCOM,"LOPEZ PUENTE, Secundino",,Laboratorios SYVA SA,"Research contract: ""Effects of blue tongue vaccine on intake and performance in sheep"" Role: Project leader (personal involvement exclusively scientific) Responsibilities: to write the proposal and reports and to design and coordinate the experimental work Deliverable: study report Activity strictly not related to the remit of the scientific group",2010-09,2011-03,2015-09-11,SCOM_doi_009.pdf
SCOM,"LOPEZ PUENTE, Secundino",,"Spanish Agency for Science and Technology, Ministry of Science (CICYT) (www.idi.mineco.gob.es/portal/sit e/MICINN/)","Research Project: ""Total mixed rations for growing and fattening lambs” Funded by: CICYT (Spanish Agency for Science and Technology, Ministry of Science) Role: Senior scientist (personal involvement exclusively scientific) Responsibilities: to design, coordinate and conduct the experimental work Deliverable: study report Activity strictly not related to the remit of the scientific group Only public funding (NO private funding)",2011-01,2013-12,2015-09-11,SCOM_doi_009.pdf
SCOM,"LOPEZ PUENTE, Secundino",,Laboratorios Ovejero SA,"Research contract: ""Effects of vaccines on performance and welfare in sheep"" Role: Project leader (personal involvement exclusively scientific) Responsibilities: to write the proposal and reports and to design and coordinate the experimental work Deliverable: study report Activity strictly not related to the remit of the scientific group",2012-02,2013-03,2015-09-11,SCOM_doi_009.pdf
